measure,00,22,02,44,04
1,2.85382389963804,2.85382389963804,1.90254926642536,4.7563731660634,3.80509853285072
1,5.70764779927608,6.65892243248876,1.90254926642536,5.70764779927608,4.7563731660634
1,1.90254926642536,2.85382389963804,2.85382389963804,5.70764779927608,3.80509853285072
1,0.951274633212681,0.951274633212681,1.90254926642536,0.951274633212681,0.951274633212681
1,8.56147169891413,8.56147169891413,3.80509853285072,5.70764779927608,6.65892243248876
1,2.85382389963804,1.90254926642536,0.951274633212681,4.7563731660634,0.951274633212681
1,3.80509853285072,1.90254926642536,1.90254926642536,1.90254926642536,2.85382389963804
1,4.7563731660634,3.80509853285072,3.80509853285072,5.70764779927608,1.90254926642536
1,1.90254926642536,3.80509853285072,4.7563731660634,5.70764779927608,6.65892243248876
1,1.90254926642536,0.951274633212681,3.80509853285072,3.80509853285072,4.7563731660634
1,2.85382389963804,6.65892243248876,0.951274633212681,8.56147169891413,6.65892243248876
1,0.951274633212681,1.90254926642536,2.85382389963804,5.70764779927608,2.85382389963804
1,4.7563731660634,3.80509853285072,4.7563731660634,9.51274633212681,4.7563731660634
1,3.80509853285072,1.90254926642536,4.7563731660634,4.7563731660634,5.70764779927608
1,1.90254926642536,1.90254926642536,1.90254926642536,2.85382389963804,3.80509853285072
1,3.80509853285072,2.85382389963804,2.85382389963804,3.80509853285072,3.80509853285072
1,3.80509853285072,3.80509853285072,3.80509853285072,9.51274633212681,5.70764779927608
1,0.951274633212681,1.90254926642536,0.951274633212681,3.80509853285072,0.951274633212681
1,2.85382389963804,2.85382389963804,2.85382389963804,3.80509853285072,2.85382389963804
1,2.85382389963804,3.80509853285072,1.90254926642536,5.70764779927608,4.7563731660634
1,3.80509853285072,2.85382389963804,4.7563731660634,4.7563731660634,6.65892243248876
1,2.85382389963804,0.951274633212681,3.80509853285072,1.90254926642536,2.85382389963804
1,5.70764779927608,2.85382389963804,3.80509853285072,3.80509853285072,3.80509853285072
1,7.61019706570144,7.61019706570144,4.7563731660634,6.65892243248876,8.56147169891413
1,1.90254926642536,2.85382389963804,1.90254926642536,1.90254926642536,5.70764779927608
1,2.85382389963804,3.80509853285072,2.85382389963804,1.90254926642536,4.7563731660634
1,1.90254926642536,1.90254926642536,3.80509853285072,1.90254926642536,1.90254926642536
1,4.7563731660634,4.7563731660634,5.70764779927608,4.7563731660634,4.7563731660634
1,4.7563731660634,4.7563731660634,4.7563731660634,6.65892243248876,6.65892243248876
1,4.7563731660634,4.7563731660634,6.65892243248876,2.85382389963804,7.61019706570144
1,2.85382389963804,2.85382389963804,0,1.90254926642536,1.90254926642536
1,8.56147169891413,4.7563731660634,8.56147169891413,9.51274633212681,5.70764779927608
1,1.90254926642536,7.61019706570144,2.85382389963804,5.70764779927608,6.65892243248876
1,3.80509853285072,5.70764779927608,2.85382389963804,3.80509853285072,3.80509853285072
1,3.80509853285072,3.80509853285072,0.951274633212681,1.90254926642536,1.90254926642536
1,0.951274633212681,0.951274633212681,0.951274633212681,3.80509853285072,0.951274633212681
1,3.80509853285072,1.90254926642536,2.85382389963804,7.61019706570144,2.85382389963804
1,4.7563731660634,1.90254926642536,1.90254926642536,5.70764779927608,7.61019706570144
1,1.90254926642536,3.80509853285072,0.951274633212681,5.70764779927608,1.90254926642536
1,1.90254926642536,1.90254926642536,2.85382389963804,6.65892243248876,0.951274633212681
2,2,4,2,3,3
2,2,3,2,2,3
2,2,3,3,4,3
2,2,2,2,2,2
2,4,4,2,3,3
2,2,2,2,3,2
2,3,2,2,2,2
2,2,1,3,5,1
2,2,2,3,4,3
2,2,2,2,3,2
2,4,3,3,5,4
2,1,2,1,3,1
2,1,3,2,4,2
2,2,2,4,3,3
2,2,2,2,2,3
2,3,2,1,3,2
2,2,2,2,4,3
2,2,2,2,3,2
2,2,2,2,3,2
2,2,3,2,4,3
2,2,2,2,4,3
2,2,2,2,2,3
2,1,2,1,2,1
2,1,2,1,3,2
2,2,3,2,2,3
2,2,2,2,3,3
2,1,3,4,3,1
2,3,2,3,4,3
2,2,2,2,1,2
2,3,4,3,2,5
2,2,2,1,3,2
2,3,2,3,4,2
2,3,2,2,4,3
2,2,3,2,3,2
2,4,3,1,2,2
2,2,2,2,3,2
2,3,2,2,4,3
2,3,2,2,3,3
2,2,3,2,4,2
2,2,2,2,3,2
3,1,1,1,0,0
3,1,1,1,1,0
3,1,1,1,0,0
3,1,1,0,1,0
3,1,0,1,0,0
3,1,0,1,0,0
3,1,1,1,0,0
3,0,1,1,0,1
3,0,1,0,0,0
3,1,0,0,0,0
3,1,1,1,0,0
3,1,1,1,0,1
3,1,1,0,0,0
3,1,1,0,0,0
3,1,1,1,1,0
3,1,0,1,0,0
3,1,0,0,0,0
3,1,1,1,1,0
3,1,0,1,0,0
3,1,0,1,0,0
3,1,1,0,0,0
3,1,1,0,0,0
3,1,0,1,0,0
3,1,0,0,0,0
3,1,0,1,1,0
3,1,1,1,0,1
3,1,0,0,0,0
3,0,0,0,0,0
3,1,1,1,1,1
3,1,0,0,1,0
3,1,1,1,0,0
3,0,1,0,0,1
3,1,1,0,0,0
3,1,0,1,0,0
3,1,1,1,0,0
3,1,1,0,0,0
3,1,0,0,0,0
3,1,0,1,0,0
3,1,1,1,0,1
3,0,0,0,0,0
4,2,5,1,4,3
4,1,3,2,4,5
4,1,3,2,5,4
4,1,4,2,5,3
4,1,3,2,5,4
4,5,3,4,2,1
4,4,1,3,5,2
4,2,1,3,5,4
4,1,4,2,5,3
4,3,2,1,5,4
4,1,4,2,5,3
4,1,4,2,5,3
4,1,2,3,5,4
4,2,3,1,4,5
4,2,4,1,5,3
4,1,2,3,4,5
4,3,4,1,5,2
4,1,3,2,5,4
4,1,4,2,5,3
4,2,1,3,4,5
4,1,2,3,4,5
4,1,4,2,5,3
4,1,4,2,5,3
4,2,4,1,3,5
4,3,2,1,5,4
4,1,3,5,4,2
4,4,1,3,5,2
4,3,4,2,1,5
4,2,4,3,1,5
4,1,3,2,5,4
4,3,1,4,5,2
4,3,1,2,5,4
4,1,4,2,5,3
4,5,4,1,2,3
4,2,1,3,5,4
4,1,2,3,5,4
4,1,3,2,4,5
4,1,4,3,5,2
4,1,4,2,5,3
